REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,RESIDENCE,ACCOMMODATION Type,CAMPUS,HALL,BLOCK,BED,MEALS STATUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,SCHOLARSHIP TYPE,SCHOLARSHIP NAME,FEES,EXPECTED FEES(%) - RAW,EXPECTED FEES(%) - RANGE,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX),ACADEMIC OFFICER,ACCOMMODATION OFFICER,ACCOUNTS OFFICER,FINANCIAL AID OFFICER,RETAKE COURSES
M25B83/002,A13860,Joan Nakyanzi,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,,,70%,70,51–75%,2883000,2018100,864900,Lloyd Obua,Diana Tumusiime,Lawrence Ocaya,Esther Asiimwe,BOP0205
M25B83/004,A13881,Mugisha Balikuddembe,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,C,C-25,Subscribed,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,,,100%,100,76–100%,3733000,3733000,0,Namazzi Mukasa,Nakintu Sserugo,Sarah Nabukenya,Charles Ikojo,"BOP0204, BOP0206"
M25B83/006,A13901,Namara Nakaggwa,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Delta Hall,C,C-24,Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,75%,75,51–75%,3533000,2649750,883250,Irene Ladu,Sarah Bataringaya,Namyalo Namugga,Akena Nabawanuka,
M25B83/008,A13958,Fatima Davis,Sudanese,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,C,C-43,Subscribed,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,,,85%,85,76–100%,3733000,3173050,559950,Lawrence Kahinda,Jackline Kamanzi,Ruth Nuwagaba,David Akello,"BOP0105, BOP0106"
M25B83/013,A14015,Ronald Lwanga,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,,,90%,90,76–100%,2883000,2594700,288300,Patrick Ninsiima,Elizabeth Jjumba,Nambooze Kibirige,Eunice Babirye,"BOP0201, BOP0203, BOP0205"
M25B83/015,A14030,Vincent Acen,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Late,R,Ordinary,Mukono,Alpha Hall,C,C-30,Not Subscribed,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,85%,85,76–100%,3533000,3003050,529950,Akello Nambooze,Namata Kiconco,Diana Akello,Shamim Kaddu,BOP0206
M25B83/017,A14048,Dorothy Nakisige,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Late,R,Ordinary,Mukono,Beta Hall,A,A-52,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,45%,45,26–50%,3533000,1589850,1943150,Namirembe Akiiki,Joy Zziwa,Naggayi Kabuye,Winnie Namyalo,"BOP0202, BOP0204"
M25B83/019,A14063,Paul Nabunya,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Executive,Mukono,Beta Hall,D,D-25,Not Subscribed,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,,,65%,65,51–75%,4383000,2848950,1534050,Annet Olara,Zaina Muwanga,Nakkazi Kiggundu,Nabirye Namirembe,BOP0201
S23B83/002,A13867,Evelyn Allen,Kenyan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,Need-Based Grant,Bright Minds Scholarship,90%,90,76–100%,2883000,2594700,288300,Abel Babirye,Nakuya Tumuhimbise,Joan Pereza,Aisha Kisembo,BOP0507
S23B83/005,A13899,Rose Nakato,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,,,95%,95,76–100%,2883000,2738850,144150,Florence Oringa,John Adong,Peter Obua,Fred Kazibwe,BOP0501
S23B83/007,A13922,Trevor Mugisha,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,,,60%,60,51–75%,2883000,1729800,1153200,Nancy Kahinda,Lucy Twinamatsiko,Richard Bategeka,Sarah Oloya,BOP0501
S23B83/009,A13938,Maria Nabunya,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,70%,70,51–75%,2883000,2018100,864900,Yusuf Olara,Ian Ssekandi,Achan Okello,Ronald Kijjambu,"BOP0501, BOP0503, BOP0505"
S23B83/012,A13947,Mildred Naddumba,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,55%,55,51–75%,2883000,1585650,1297350,Saul Kazibwe,Harriet Ikojo,Nakanwagi Akiiki,Vincent Ssempijja,"BOP0503, BOP0507"
S23B83/014,A13972,Nakanwagi Gitta,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,,,60%,60,51–75%,2883000,1729800,1153200,Namara Ikojo,Hope Nakitto,Saul Yiga,Ivan Nambooze,"BOP0503, BOP0504"
S23B83/017,A13998,Nicholas Ikojo,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Gayaza High School,Kampala,Tier 1,Private/Faith-based,,,80%,80,76–100%,2883000,2306400,576600,Edith Bategeka,Racheal Wasswa,Ben Byarugaba,Denis Byaruhanga,BOP0401
S23B83/019,A14002,Precious Nakandi,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,,,30%,30,26–50%,2883000,864900,2018100,Grace Nakisige,Daniel Kabuye,Joan Ddamulira,Ian Ocaya,"BOP0301, BOP0303, BOP0305"
S23B83/022,A14025,George Lwanga,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,B,B-04,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,80%,80,76–100%,3533000,2826400,706600,Asiimwe Kazibwe,Nancy Oloya,Zaina Akena,Edwin Nakkazi,"BOP0501, BOP0504"
S23B83/024,A14035,Faith Nandutu,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Busoga High School,Iganga,Tier 2,Private/Faith-based,,,85%,85,76–100%,2883000,2450550,432450,Sharifah Naggenda,Doreen Nakitto,Harriet Bainomugisha,Nabasirye Bagiire,"BOP0501, BOP0502"
S23B83/026,A14051,Patience Nakimera,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,B,B-55,Subscribed,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,Merit Award,Global Vision Scholarship,65%,65,51–75%,3533000,2296450,1236550,Saul Nakayiza,Amina Amony,Namyalo Nsubuga,Irene Nakato,BOP0503
S24B83/001,A13857,Daniel Namaganda,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,45%,45,26–50%,2883000,1297350,1585650,Joan Asiimwe,Precious Kalyegira,Precious Kato,Richard Bukenya,BOP0106
S24B83/003,A13871,Lydia Ainomugisha,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Late,R,Double Normal,Mukono,Alpha Hall,D,D-24,Not Subscribed,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,75%,75,51–75%,3733000,2799750,933250,Fred Muhangi,Sheila Kato,Norah Kalibbala,Annet Sabiiti,BOP0303
S24B83/005,A13884,Chris Acen,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,R,Executive,Mukono,Delta Hall,A,A-21,Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,70%,70,51–75%,4383000,3068100,1314900,Amina Namyalo,Joshua Mitala,Elijah Nakafeero,Susan Mukwaya,"BOP0304, BOP0305, BOP0306"
S24B83/007,A13888,Ava Anderson,Tanzanian,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,40%,40,26–50%,2883000,1153200,1729800,Aisha Nakayiza,Anena Chemutai,Diana Nakato,Simon Naggenda,BOP0306
S24B83/009,A13895,Nakato Mulindwa,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,70%,70,51–75%,2883000,2018100,864900,Lucy Kisembo,Natukunda Wasswa,Lydia Akiiki,Nakuya Kayondo,"BOP0303, BOP0307"
S24B83/012,A13912,Chris Bataringaya,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,B,B-23,Subscribed,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,,,100%,100,76–100%,3733000,3733000,0,Michael Bataringaya,Edith Ninsiima,Patience Oringa,Nakanwagi Nakku,BOP0303
S24B83/015,A13931,Nakuya Tumuhimbise,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,R,Executive,Mukono,Beta Hall,D,D-31,Not Subscribed,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,,,90%,90,76–100%,4383000,3944700,438300,Maria Kaddu,Deborah Wanyama,Paul Nakyanzi,Atim Kigozi,"BOP0301, BOP0302, BOP0305"
S24B83/017,A13949,Namirembe Wanyama,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,R,Executive,Mukono,Beta Hall,B,B-25,Not Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,65%,65,51–75%,4383000,2848950,1534050,Amina Jjumba,Martin Kalyegira,Mugisha Kiggundu,Joy Adong,"BOP0304, BOP0306"
S24B83/019,A13960,Nakintu Lwanga,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Leave of Absence,Normal,R,Executive,Mukono,Delta Hall,C,C-39,Not Subscribed,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,,,100%,100,76–100%,4383000,4383000,0,Warren Barasa,Faith Muwonge,Mary Nakacwa,Charles Kaboyo,"BOP0203, BOP0204"
S24B83/022,A13989,Mildred Ainomugisha,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,,,100%,100,76–100%,2883000,2883000,0,Tabitha Kalibbala,Ritah Kiconco,Patience Muwanga,Akiiki Nakacwa,BOP0307
S24B83/024,A14016,Mildred Kabuye,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,Need-Based Grant,Future Leaders Grant,50%,50,26–50%,2883000,1441500,1441500,Naggayi Ocaya,John Kamanzi,Denis Achola,Maria Wasswa,"BOP0302, BOP0305, BOP0307"
S24B83/026,A14022,William Hall,Kenyan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,95%,95,76–100%,2883000,2738850,144150,Timothy Nakiganda,Precious Zziwa,Margaret Acen,Naggayi Otim,"BOP0306, BOP0307"
S24B83/032,A14060,Maria Ninsiima,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,,,50%,50,26–50%,2883000,1441500,1441500,Sylvia Nakalema,Joy Kikomeko,Caroline Wandera,Amina Ainomugisha,"BOP0301, BOP0306"
S25B83/002,A13864,Ben Kafuko,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,1,1,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,Leadership Grant,Community Impact Grant,40%,40,26–50%,2883000,1153200,1729800,Nakuya Adong,Sheila Nakisige,Ian Nassaka,Walter Galiwango,"BOP0101, BOP0105, BOP0107"
S25B83/007,A13889,Nabasirye Nakandi,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,C,C-15,Subscribed,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,,,45%,45,26–50%,3533000,1589850,1943150,Victor Nakalema,Ian Wandera,Florence Nakitto,Edith Namutebi,BOP0105
S25B83/009,A13896,Zaina Wandera,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,1,1,Leave of Absence,Normal,R,Double Normal,Mukono,Gamma Hall,C,C-20,Subscribed,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,,,50%,50,26–50%,3733000,1866500,1866500,Yasin Mugisha,Racheal Acen,Martin Nakkazi,Lloyd Atim,
S25B83/011,A13906,Stephen Zziwa,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,B,B-58,Not Subscribed,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,,,45%,45,26–50%,3733000,1679850,2053150,Nancy Wakabi,John Wasswa,Namara Wanyama,Prisca Chemutai,BOP0104
S25B83/013,A13928,Akena Nansubuga,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Executive,Mukono,Alpha Hall,A,A-12,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,Innovation Scholarship,Future Leaders Grant,35%,35,26–50%,4383000,1534050,2848950,Moses Nabukenya,Warren Ladu,Charles Tindyebwa,Stephen Kato,"BOP0102, BOP0103, BOP0105"
S25B83/015,A13943,Sheila Walakira,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Executive,Mukono,Gamma Hall,C,C-42,Not Subscribed,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,,,45%,45,26–50%,4383000,1972350,2410650,Namazzi Wakabi,Mildred Nakisige,Martin Nabweteme,Atim Atwine,BOP0107
S25B83/017,A13959,Diana Matovu,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Muni Girls School,Arua,Tier 2,Private/Faith-based,,,35%,35,26–50%,2883000,1009050,1873950,Esther Kiggundu,Mugisha Katusiime,Florence Ainomugisha,Susan Ntale,"BOP0103, BOP0104, BOP0105"
S25B83/019,A13964,Joan Twinamatsiko,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,A,A-31,Subscribed,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed,,,40%,40,26–50%,3733000,1493200,2239800,Sophia Bukenya,Caroline Nakyanzi,Nakato Kayemba,Prisca Nuwagaba,"BOP0104, BOP0107"
S25B83/021,A13969,Alexander Martin,Kenyan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,1,1,Leave of Absence,Normal,R,Executive,Mukono,Alpha Hall,B,B-24,Not Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,100%,100,76–100%,4383000,4383000,0,Abel Nakacwa,Nambi Pereza,Richard Mugisha,Namirembe Tibyangye,
S25B83/023,A13979,Nakintu Kamanzi,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,A,A-56,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,Leadership Grant,Bright Minds Scholarship,100%,100,76–100%,3533000,3533000,0,Joseph Kagimu,Nabulime Nabunya,Nabulime Kigozi,Achan Tindyebwa,BOP0103
S25B83/025,A14001,Sheila Acen,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,D,D-28,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,Need-Based Grant,Integrity Award,60%,60,51–75%,3733000,2239800,1493200,Oliver Balikuddembe,Akello Kagimu,George Nakato,Harriet Ssekandi,BOP0107
S25B83/027,A14014,Victor Lwanga,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,A,A-28,Subscribed,Nabumali High School,Mbale,Tier 1,Private/Faith-based,,,70%,70,51–75%,3733000,2613100,1119900,Gift Ntale,Violet Walakira,Victor Opio,Daisy Wabwire,BOP0105
S25B83/029,A14031,Nambi Sabiiti,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,R,Executive,Mukono,Delta Hall,D,D-21,Not Subscribed,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,,,95%,95,76–100%,4383000,4163850,219150,Nambi Nakku,Janet Ssempijja,Hope Ssekiziyivu,Gift Kaddu,BOP0102
S25B83/031,A14053,Winnie Naggenda,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,70%,70,51–75%,2883000,2018100,864900,Mercy Kayondo,Amina Kabagenyi,Maria Kansiime,Irene Byaruhanga,"BOP0106, BOP0107"
J24M82/001,A14068,Amina Nakiyingi,Ugandan,School of Business,Procurement and Logistics Management,82,Master of Science in Procurement and Supply Chain Management,2,2,4,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,,,40%,40,26–50%,2518000,1007200,1510800,Vanessa Kiggundu,Trevor Mitala,Hellen Ladu,Elizabeth Lumala,MOS0405
J24M82/005,A14105,Rebecca Nuwagaba,Ugandan,School of Business,Procurement and Logistics Management,82,Master of Science in Procurement and Supply Chain Management,3,1,5,Retake/Probation,Normal,R,Double Normal,Mukono,Alpha Hall,A,A-41,Not Subscribed,Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed,,,35%,35,26–50%,3368000,1178800,2189200,Yusuf Mulyagonja,Namutebi Nanyonjo,Nakintu Nakku,Abel Adong,"MOS0303, MOS0307"
J24M82/008,A14121,Patrick Muwonge,Ugandan,School of Business,Procurement and Logistics Management,82,Master of Science in Procurement and Supply Chain Management,2,2,4,Leave of Absence,Normal,R,Ordinary,Mukono,Beta Hall,B,B-48,Not Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,95%,95,76–100%,3168000,3009600,158400,Nambooze Kabuye,Namutebi Nakibuuka,Saul Sabiiti,Naggayi Byarugaba,MOS0302
J24M82/010,A14127,Hope Jjumba,Ugandan,School of Business,Procurement and Logistics Management,82,Master of Science in Procurement and Supply Chain Management,2,2,4,Finalist,Normal,R,Double Normal,Mukono,Alpha Hall,B,B-12,Subscribed,Moroto High School,Moroto,Tier 2,Private/Faith-based,,,85%,85,76–100%,3368000,2862800,505200,Ritah Kayemba,Saul Amony,Sylvia Kamanzi,Brian Namutebi,MOS0401
J24M82/012,A14133,Namutebi Adong,Ugandan,School of Business,Procurement and Logistics Management,82,Master of Science in Procurement and Supply Chain Management,2,2,4,Finalist,Normal,R,Ordinary,Mukono,Gamma Hall,C,C-51,Not Subscribed,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,60%,60,51–75%,3168000,1900800,1267200,Michael Kayondo,Caleb Nakyanzi,Aisha Akello,Precious Lwanga,MOS0301
