REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,RESIDENCE,ACCOMMODATION Type,CAMPUS,HALL,BLOCK,BED,MEALS STATUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,SCHOLARSHIP TYPE,SCHOLARSHIP NAME,FEES,EXPECTED FEES(%) - RAW,EXPECTED FEES(%) - RANGE,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX),ACADEMIC OFFICER,ACCOMMODATION OFFICER,ACCOUNTS OFFICER,FINANCIAL AID OFFICER,RETAKE COURSES
J23B91/044,A16409,Faith Balikuddembe,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Executive,Mukono,Beta Hall,B,B-53,Not Subscribed,Gayaza High School,Kampala,Tier 1,Private/Faith-based,,,90%,90,76–100%,5183000,4664700,518300,Nancy Nakisige,Ian Ntale,Hope Ssewava,Winnie Nakato,"BOL0601, BOL0603, BOL0606"
J23B91/046,A16440,Florence Asiimwe,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,D,D-59,Not Subscribed,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,Sports Bursary,Integrity Award,55%,55,51–75%,4333000,2383150,1949850,Edwin Achola,Mugisha Tindyebwa,Doreen Arinaitwe,Mildred Bataringaya,"BOL0606, BOL0607"
J23B91/048,A16472,Ronald Kamara,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,45%,45,26–50%,3683000,1657350,2025650,Timothy Ntambi,David Mugerwa,Daniel Nambooze,Nakato Tindyebwa,"BOL0501, BOL0506"
J23B91/050,A16547,Grace Green,Kenyan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Executive,Mukono,Alpha Hall,C,C-03,Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,80%,80,76–100%,5183000,4146400,1036600,Akena Ladu,Adong Isabirye,Prisca Atim,Victor Nambooze,BOL0601
J24B91/002,A15820,Shamim Ibanda,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,2,4,Leave of Absence,Normal,R,Ordinary,Mukono,Alpha Hall,A,A-28,Not Subscribed,Ntare School,Kampala,Tier 1,Public/Mixed,,,100%,100,76–100%,4333000,4333000,0,Patrick Katusiime,Michael Ssekiziyivu,Lawrence Ssewanyana,Faith Nakyanzi,"BOL0401, BOL0403, BOL0404"
J24B91/007,A15855,Francis Muzira,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,,,80%,80,76–100%,3683000,2946400,736600,Chris Abigaba,Nabirye Nalubega,George Komakech,Warren Kafuko,BOL0405
J24B91/010,A15880,Denis Kagimu,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,R,Executive,Mukono,Alpha Hall,B,B-09,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,Need-Based Grant,Future Leaders Grant,35%,35,26–50%,5183000,1814050,3368950,Daisy Namaganda,David Olara,Joshua Mugerwa,Namirembe Balikuddembe,BOL0407
J24B91/015,A15931,Daniel Bagiire,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,90%,90,76–100%,3683000,3314700,368300,Ronald Nakaggwa,Sharifah Obua,Naava Kigozi,Triza Adong,BOL0404
J24B91/017,A15949,Zaituni Naddumba,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,R,Executive,Mukono,Gamma Hall,D,D-14,Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,55%,55,51–75%,5183000,2850650,2332350,Nambooze Kahinda,Mary Komakech,Nabirye Twinamatsiko,Hellen Kiggundu,BOL0402
J24B91/021,A16037,Kevin Arinaitwe,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Seeta High School,Kampala,Tier 2,Private/Faith-based,,,80%,80,76–100%,3683000,2946400,736600,Timothy Nansubuga,Sarah Nakimera,David Kabuye,Caroline Ddamulira,"BOL0101, BOL0103, BOL0104"
J24B91/023,A16060,Sarah Akena,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Bukomansimbi Secondary School,Bukomansimbi,Tier 2,Public/Mixed,Leadership Grant,Global Vision Scholarship,100%,100,76–100%,3683000,3683000,0,Nakato Namutebi,Susan Waiswa,Ronald Nakaggwa,Caleb Tumuhimbise,BOL0403
J24B91/025,A16077,Gertrude Oloya,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,2,4,Leave of Absence,Normal,R,Ordinary,Mukono,Beta Hall,B,B-15,Not Subscribed,Makerere College School,Kampala,Tier 2,Private/Faith-based,,,45%,45,26–50%,4333000,1949850,2383150,Vanessa Nsubuga,Brian Atwine,Sylvia Ntale,Elizabeth Ssenoga,"BOL0404, BOL0405"
J24B91/030,A16124,Jacob Kato,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Late,R,Double Normal,Mukono,Delta Hall,A,A-49,Not Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,70%,70,51–75%,4533000,3173100,1359900,Mark Lwanga,Moses Kijjambu,Naava Twinamatsiko,Violet Ibanda,"BOL0403, BOL0406, BOL0407"
J24B91/032,A16200,Ahmed Allen,South Sudanese,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,R,Executive,Mukono,Delta Hall,C,C-20,Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,Leadership Grant,Global Vision Scholarship,35%,35,26–50%,5183000,1814050,3368950,Precious Sabiiti,Nambooze Nabunya,Jacob Ikojo,Namutebi Amanya,BOL0106
J24B91/034,A16208,John Kafuko,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,R,Executive,Mukono,Gamma Hall,A,A-05,Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,5183000,5183000,0,Oliver Nafuna,Elizabeth Nakku,Namara Magezi,Paul Kisitu,BOL0206
J24B91/037,A16232,Akello Nakyanzi,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,B,B-58,Subscribed,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,,,35%,35,26–50%,4333000,1516550,2816450,Joseph Nakitto,Nabulime Naggenda,Mugisha Kalyango,Apollo Tindyebwa,"BOL0403, BOL0407"
J24B91/039,A16323,David Smith,Tanzanian,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Late,R,Double Normal,Mukono,Delta Hall,A,A-54,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,40%,40,26–50%,4533000,1813200,2719800,Namazzi Kato,Norah Nakalema,Atwine Nakiganda,Lawrence Galiwango,BOL0306
J24B91/041,A16356,Paul Kamanzi,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,C,C-31,Not Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,20%,20,0–25%,4533000,906600,3626400,David Kafuko,Charles Mukasa,Edwin Nakibuuka,Daniel Muhangi,BOL0402
J24B91/043,A16368,Lydia Kiggundu,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,Leadership Grant,Integrity Award,30%,30,26–50%,3683000,1104900,2578100,Proscovia Isabirye,Nakkazi Naddumba,Rebecca Kisembo,Warren Oloya,"BOL0405, BOL0407"
J24B91/045,A16420,Tabitha Obua,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed,,,40%,40,26–50%,3683000,1473200,2209800,Namirembe Mayanja,Nicholas Akiiki,Adong Ssewava,Namutebi Wasswa,"BOL0402, BOL0403, BOL0406"
J24B91/047,A16462,Nabulime Tibyangye,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,95%,95,76–100%,3683000,3498850,184150,Martin Bashaija,Fred Amanya,Nakuya Kalema,Vanessa Tumusiime,BOL0304
J24B91/049,A16477,Mugisha Ddamulira,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,80%,80,76–100%,3683000,2946400,736600,Diana Opio,Saul Walakira,Nandutu Atwine,Mugisha Naggenda,
J24B91/054,A16571,Francis Namutebi,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,,,100%,100,76–100%,3683000,3683000,0,Caleb Tindyebwa,Shamim Ddamulira,Gift Abigaba,Peter Byarugaba,BOL0406
J25B91/002,A15844,Yusuf Williams,Congolese,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Late,R,Ordinary,Mukono,Beta Hall,D,D-40,Subscribed,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,,,30%,30,26–50%,4333000,1299900,3033100,Ronald Ssenfuma,Timothy Kayemba,Grace Matovu,Walter Akiiki,"BOL0203, BOL0206"
J25B91/004,A15851,Nandutu Kalyango,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,D,D-45,Not Subscribed,Gulu High School,Gulu,Tier 2,Private/Faith-based,,,65%,65,51–75%,4533000,2946450,1586550,Juliet Akena,Sharifah Ocaya,Ruth Namaganda,Judith Jjumba,BOL0202
J25B91/006,A15917,Gerald Walakira,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,B,B-35,Subscribed,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,30%,30,26–50%,4533000,1359900,3173100,Noah Kato,Winnie Muwanga,Janet Kikomeko,Nancy Bbaale,BOL0204
J25B91/008,A15929,Walter Amony,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,B,B-58,Not Subscribed,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,100%,100,76–100%,4533000,4533000,0,Lucy Naddumba,Rebecca Nassaka,Violet Luyiga,Gerald Bagiire,"BOL0201, BOL0207"
J25B91/012,A15953,Mark Mitala,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,55%,55,51–75%,3683000,2025650,1657350,Prisca Namyalo,Warren Sserugo,Nicholas Nakitto,Janet Ssenoga,"BOL0202, BOL0204"
J25B91/016,A15990,Lloyd Waiswa,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Seeta High School,Kampala,Tier 2,Private/Faith-based,,,35%,35,26–50%,3683000,1289050,2393950,Caroline Magezi,Margaret Nsereko,Natukunda Acen,Sophia Bukenya,"BOL0203, BOL0206, BOL0207"
J25B91/018,A15997,Mohammed Adams,Tanzanian,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,100%,100,76–100%,3683000,3683000,0,Judith Kabuye,Patrick Nakyanzi,Oliver Ikojo,Mark Mugerwa,BOL0205
J25B91/020,A16009,Sylvia Barasa,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Late,R,Executive,Mukono,Delta Hall,A,A-08,Not Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,55%,55,51–75%,5183000,2850650,2332350,Lilian Kalema,Nabirye Nakabuye,Joseph Nakyanzi,Ritah Akena,"BOL0203, BOL0205"
J25B91/022,A16067,Hellen Naddumba,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,C,C-05,Not Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,30%,30,26–50%,4333000,1299900,3033100,Namutebi Twinamatsiko,Namazzi Tindyebwa,Valerie Wanyama,David Wandera,BOL0205
J25B91/024,A16116,Brian Ssempijja,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,A,A-49,Subscribed,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,,,70%,70,51–75%,4533000,3173100,1359900,Zaina Ssewanyana,Namagembe Namugga,Simon Sserugo,Violet Mitala,BOL0207
J25B91/026,A16154,Caleb Asiimwe,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,C,C-14,Subscribed,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,,,100%,100,76–100%,4533000,4533000,0,Gerald Achola,Ivan Natukunda,Lucy Wabwire,Elizabeth Magezi,"BOL0201, BOL0202, BOL0205"
J25B91/028,A16163,Precious Muhangi,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,B,B-37,Not Subscribed,Nabumali High School,Mbale,Tier 1,Private/Faith-based,,,50%,50,26–50%,4333000,2166500,2166500,Shamim Zziwa,Sophia Nandutu,Lawrence Bataringaya,Abel Ikojo,"BOL0201, BOL0206"
J25B91/030,A16179,Norah Kaboyo,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Executive,Mukono,Alpha Hall,B,B-48,Not Subscribed,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,,,45%,45,26–50%,5183000,2332350,2850650,Juliet Nabirye,Gertrude Nakandi,Ivan Atim,Namagembe Mugabi,BOL0104
J25B91/033,A16218,Grace Kabagenyi,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,D,D-19,Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,100%,100,76–100%,4333000,4333000,0,Harriet Nanyonjo,Namazzi Lwanga,Victor Walakira,Gift Asiimwe,BOL0201
J25B91/035,A16253,Eunice Tibyangye,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,3683000,3683000,0,Stephen Nakibuuka,Mercy Tindyebwa,Richard Nandutu,Sarah Kafuko,BOL0103
J25B91/038,A16261,Catherine Nakafeero,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,D,D-52,Not Subscribed,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,60%,60,51–75%,4333000,2599800,1733200,Margaret Nuwagaba,Aisha Kigozi,Ivan Nassaka,Juliet Matovu,BOL0102
J25B91/041,A16273,Nicholas Namutebi,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed,,,100%,100,76–100%,3683000,3683000,0,Paul Kazibwe,Grace Kayemba,Nakanwagi Wabwire,Winnie Namyalo,BOL0204
J25B91/043,A16277,Akiiki Nansubuga,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,King's College Budo,Kampala,Tier 1,Private/Faith-based,,,75%,75,51–75%,3683000,2762250,920750,Peace Kibirige,Namazzi Yiga,Namirembe Adong,Emmanuel Mugisha,BOL0203
J25B91/045,A16340,Vincent Mukwaya,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,,,80%,80,76–100%,3683000,2946400,736600,Olivia Byarugaba,Atim Bainomugisha,Sharifah Bashaija,Grace Tibyangye,"BOL0202, BOL0205, BOL0207"
J25B91/047,A16346,Solomon Zziwa,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),1,2,2,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,100%,100,76–100%,3683000,3683000,0,Emmanuel Luyiga,Sheila Nakalema,Nandutu Kafuko,Gift Ladu,"BOL0202, BOL0205"
J25B91/049,A16377,Mia White,Kenyan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Executive,Mukono,Beta Hall,D,D-05,Subscribed,Nabumali High School,Mbale,Tier 1,Private/Faith-based,,,100%,100,76–100%,5183000,5183000,0,Joshua Nakisige,Grace Tabaaro,Warren Akello,Diana Amanya,BOL0207
J25B91/054,A16421,Asiimwe Zziwa,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Executive,Mukono,Gamma Hall,B,B-49,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,95%,95,76–100%,5183000,4923850,259150,Shamim Otim,Sharifah Nassaka,Paul Kagimu,Mark Kalema,"BOL0202, BOL0205, BOL0206"
J25B91/056,A16430,Nakkazi Wabwire,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,A,A-13,Not Subscribed,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,,,100%,100,76–100%,4533000,4533000,0,Nicholas Mitala,Nandutu Namaganda,Jackline Ssekiziyivu,Precious Otim,BOL0203
J25B91/058,A16442,Harriet Galiwango,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,D,D-42,Not Subscribed,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,,,65%,65,51–75%,4533000,2946450,1586550,James Nakkazi,Hope Amanya,Nandutu Babirye,Eunice Nakaggwa,BOL0103
J25B91/062,A16492,Akiiki Pereza,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Double Normal,Mukono,Delta Hall,D,D-08,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,75%,75,51–75%,4533000,3399750,1133250,Isaac Nakku,Nabulime Nassaka,Francis Kiconco,Lilian Nakitto,
J25B91/064,A16522,Martin Nakafeero,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Executive,Mukono,Alpha Hall,C,C-21,Subscribed,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,100%,100,76–100%,5183000,5183000,0,Daniel Nuwagaba,Norah Akena,Joan Balikuddembe,Nakato Kamanzi,
J25B91/066,A16546,John Muzira,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),2,1,3,Continuing,Normal,R,Executive,Mukono,Alpha Hall,D,D-35,Not Subscribed,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,90%,90,76–100%,5183000,4664700,518300,Nakuya Kiconco,Hope Oringa,Joy Waiswa,Isaac Nakiyingi,"BOL0203, BOL0205"
KJ22B91/001,A15801,Olivia Davis,Indian,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,NR,None,Kampala,,,,Not Applicable,Ngora High School,Soroti,Tier 2,Private/Faith-based,,,35%,35,26–50%,3683000,1289050,2393950,Esther Nakkazi,Daisy Sserugo,Racheal Okot,Namata Namirembe,BOL0802
KJ22B91/010,A15904,Richard Ocaya,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,NR,None,Kampala,,,,Not Applicable,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,,,35%,35,26–50%,3683000,1289050,2393950,Martin Nakiganda,Martin Mugisha,Proscovia Pereza,Vincent Kalema,"BOL0702, BOL0703, BOL0706"
KJ22B91/020,A16027,Atim Zziwa,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,R,Ordinary,Kampala,Gamma Hall,B,B-01,Subscribed,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,,,60%,60,51–75%,4533000,2719800,1813200,Fred Kabuye,Nabulime Nakandi,Patience Mirembe,Emmanuel Kiyingi,BOL0804
KJ22B91/025,A16059,Racheal Kafuko,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,NR,None,Kampala,,,,Not Applicable,Iganga Secondary School,Iganga,Tier 2,Public/Mixed,,,60%,60,51–75%,3683000,2209800,1473200,Lydia Ninsiima,Peter Kaboyo,Mark Nafuna,Harriet Waiswa,BOL0801
KJ22B91/031,A16106,Akello Lwanga,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Late,R,Executive,Kampala,Alpha Hall,D,D-15,Subscribed,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,,,100%,100,76–100%,5483000,5483000,0,Faith Nabukenya,Nancy Nakku,Esther Ladu,Caleb Namaganda,"BOL0802, BOL0806"
KJ22B91/039,A16162,Faith Mirembe,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Leave of Absence,Normal,R,Ordinary,Kampala,Alpha Hall,A,A-56,Not Subscribed,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed,,,50%,50,26–50%,4533000,2266500,2266500,Nakanwagi Kiyingi,Gloria Asiimwe,Ivan Kayemba,David Kayemba,"BOL0702, BOL0703, BOL0706"
KJ22B91/042,A16197,Henry Clark,Kenyan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,R,Ordinary,Kampala,Alpha Hall,B,B-38,Subscribed,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,60%,60,51–75%,4533000,2719800,1813200,Simon Mirembe,Harriet Nakibuuka,Sharifah Kafuko,Apollo Nabawanuka,"BOL0701, BOL0705"
KJ22B91/052,A16282,Nambooze Nabirye,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Late,R,Executive,Kampala,Delta Hall,D,D-33,Subscribed,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,30%,30,26–50%,5483000,1644900,3838100,Maria Gitta,Martin Nandutu,Timothy Nabaggala,Ben Pereza,BOL0804
KJ22B91/071,A16455,James Taylor,Ethiopian,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,R,Double Normal,Kampala,Alpha Hall,C,C-01,Subscribed,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed,,,65%,65,51–75%,4683000,3043950,1639050,Atwine Kalyango,Victor Lumala,Namirembe Kamara,Mary Atim,"BOL0803, BOL0807"
KJ22B91/075,A16483,Mary Nakafeero,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),5,1,9,Retake/Probation,Normal,NR,None,Kampala,,,,Not Applicable,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed,,,45%,45,26–50%,3683000,1657350,2025650,Faith Nsereko,Esther Matovu,Abraham Nassaka,Rose Ntale,BOL0705
KJ23B91/001,A15845,Diana Ssekiziyivu,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Ordinary,Kampala,Gamma Hall,A,A-44,Not Subscribed,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,,,85%,85,76–100%,4533000,3853050,679950,Caleb Matovu,Sarah Wanyama,Zaina Akiiki,Nakato Kagimu,BOL0505
KJ23B91/011,A15966,Faith Ntambi,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,Leadership Grant,Global Vision Scholarship,30%,30,26–50%,3683000,1104900,2578100,Sophia Malinga,Ivan Kisitu,Timothy Kiyingi,Sharifah Atwine,BOL0602
KJ23B91/018,A16076,Sylvia Kijjambu,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Late,NR,None,Kampala,,,,Not Applicable,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,75%,75,51–75%,3683000,2762250,920750,Ben Kikomeko,Brian Kansiime,Stephen Byarugaba,Winnie Mugisha,"BOL0601, BOL0603, BOL0604"
KJ23B91/025,A16155,Namazzi Ainomugisha,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Namasagali College,Kamuli,Tier 1,Private/Faith-based,,,95%,95,76–100%,3683000,3498850,184150,Nakintu Kato,Deborah Kayemba,Asiimwe Namutebi,Janet Nakaggwa,"BOL0602, BOL0604, BOL0605"
KJ24B91/001,A15811,Eunice Nsubuga,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,,,50%,50,26–50%,3683000,1841500,1841500,Atim Matovu,Ben Atwine,Deborah Akello,Noah Mitala,"BOL0401, BOL0405"
KJ24B91/004,A15825,Kevin Twinamatsiko,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,R,Double Normal,Kampala,Beta Hall,B,B-55,Not Subscribed,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,,,40%,40,26–50%,4683000,1873200,2809800,Emmanuel Chemutai,Patrick Magezi,Apollo Kibirige,Amina Bataringaya,BOL0405
KJ24B91/009,A15878,Winnie Namagombe,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,1,5,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,25%,25,0–25%,3683000,920750,2762250,Abraham Magezi,Akena Adong,Akello Kahinda,Lilian Wasswa,BOL0302
